userName,content
"ALONGSIDE THE MASTERS, TLC",Currently watching Shaka Zulu and enjoying it. I am at the same time researching the historical accuracy of it and reading up on the Zulu nation as a culture. #VeryInteresting
Raju Ji,OMG
ِ ِ,Old movies....4 out of 10.....rest ads give 0 0 ...10. So app is slow. Wats new ???? What can hook me tv ....please nok me over my feed...So can give 5 stars.If not .You know suck for supcripcion.Movies old ...Realy wont pay things that dont make my day.or some elses day..... Do more app... Gold app.please dont turn into shito like dstv netflix playstore that block gustomers that pays same money... Or update app away ...see. Gustomer service ????? Were that? Check my nikker.
Jay Davis,"What the heck is this shady carry on now days? You don't need that much device information on anyone, the app is so buggy and laggy I don't see how anyone favours this over Jellyfin or even VLC to be honest. Deleting this app and putting plex on my no fly list and pi-hole."
Alan Wiley,Works great
angel berrios,Great
SANKARAN KARTHIKEYAN,most entertaining and top class channel
andrew white,loved Plex. but doesn't work on this phone like at all. it's become an extremely rare treat. haven't gotten it to work all day. as it asked me to review the app I was just about to try it again. but I know it's really just going to crash my phone
Lisa Manoban,"It has lots of show but i cant watch any of them.even if i click on episodes it doesnt play them,if someone finds an alternative to this,please help me."
Marci Leivas,yes I will
William Brefo,Good for all
Bryan Smith,Has been working consistently great for a long while. Very good response inside and outside of the LAN.
A. T.,works. like.
Eric TL,"great selection, but does not cast well to the TV"
Tron Elec,Nice app
Frances Piazza Richards,I love the program s
Michael Cofer,"app is not bad. There are a few hangups. The channel guide doesn't work. You get an error when you click on it. Also if you attempt to watch a movie, the ads are often and long. Too many interruptions."
ganga moni tudu,This app is the worst app I have ever seen.
Reena Singh,"When I search other series like Wednesday, it does not give the option to play then how am l supposed to see it. That's the only problem. Otherwise this app and it's functions are truly awesome"
marvel masombuka,"I'm very excited, this app is the best sofar .I dnt hv any complains .there's a lot of movies and I will tell all my family and friends about it.thank you plex you are the best. and keep it up.yiu deserve 5 stars❤️❤️❤️"
Dawn Crowley,l Absolutely luvthisapp
Rochelle Austin,Enjoy
Klaas Van Praet,"with streaming services getting worse and asking for more money, plex offers a way to show we are fed up with it, while still watching our favourite shows."
Victor M Duran Jaramillo,well spent money lifetime member
James O'Shea,"TOO MANY ADS!!! I only downloaded this app after attempting to watch a movie with my brother and having 6-7 ads EVERY 10 MINUTES, so that I could tell people how bad the experience was"
Victor Ude,Really unreliable lately. Subtitles won't load for anything. Playback is frequently interrupted. Can't remotely access servers that have worked for months. Not sure what's going on but it's getting to be untenable.
Elizabeth Harlan,"It is easy to use. Also has a very large channel selection, I think everybody would be able to find something to watch"
D Best,The amount of ads is unaccectable . totally spoils the movie. Approx 2 mins every 5 mins... Too much even though its free. Poor selection of movies
David G,"Performance was awful, it caused my cricket debut smart to flash (upon tapping a movie, between the app, and my home screen. My phone then crashed I had to restart my phone to stop the screen flashing ."
Nathan Roden,Good app for the most part. Playback will start to lag if you pause and resume on android for some reason.
Jimmie Hilderbrand,love this site
Regina Edwards,it's good
John Mcmillan,love it even though I would love to see a better and more choice of movies
anthony matthews,depending on. Internet it's simple and good Adverts get a bit annoying but it's ok
Nitin Sharma,brightness adjustment feature on screen
Pamela Harnage,You get more ads than you do the movie you're watching. I have Pluto TV and Tubi. They have ads but not like this. More movie less ads. Uninstalling
Thai,I like it very much
Daniel Carrera,amazing if you know how...
Bryan Perez,Own your own server. Why the Frick not?
Andrea Fisher,Excellent
Randy Gallow,it's a good app to watch movies on
dororhy howe,I can watch what I want
Obianuju Ubah,I hate this app you can't ifin download a single movie this app is just 👎👎👎👎👎👎👎👎👎👎👎 I am just 😡😡😡😡😡😡😡😡😡😡 if I was your manager I fill fire the person that could not even make An app to download for that I am only giving u one ⭐
Jon Konawalchuk,"this app is awesome, lots of movies and shows that the big streaming services ignore"
Juan Cortez,"really happy with it, great movies"
PetrusJohanHendrik Booyens,"Not user friendly, cant see nothing that good. Not for people that choose or want to have access to any entertainment, but must first pay. What happen for first month free, this platform to rich for me. But thanks for one episode I did watch with out need to register to pay."
Michael Bridson,"The ads get a little annoying, but for a free movie app it's great. An ever growing library too. Also, it seems quite intuitive when suggesting films you might like by judging your past viewing. Love it !"
Michael Nelson,works like a charm
Jason Marcus,App is pretty broken. It's slow to start and stops playing videos complaining about my Internet connection even though the videos are on my local storage. Not just videos but recordings done with the phones camera and my phone is only a year old.
alex cortez,love all channels undiscover discovery
Tam Law,love all the older movies I never had time to watch but now do - thanks Plex
Fabien Wernli,I preferred the older version. And please stop forcing people to upgrade!
Bogdan Pop,Nice
Bruce Baskin,"Can't get Pluto TV in the Philippines without VPN but Plex is the next best among multichannel apps and they're improving. I downloaded it mainly for Glory Kickboxing but there's a decent selection of other channels, many of them second-tier but enough variety to make Plex work for me. P.s. Wu Tang Collection has become a guilty pleasure with their ""so bad it's good"" chopsocky movies that make the willful suspension of disbelief a fun thing."
Victor Mulenga,It is a cool to use
Ocean,"They fill my need of viewing pleasure! It's a treasure, GO TEAM PLEX😁🥳"
Mr. Smith,Can't access live TV from the home page. It gives an error code every time. Plex is getting worse and worse. I'm to the point I'm going to dump it. Not even worth local channels any more.
Da Cm,Plex only gets worse over time. It's gone from a top choice with the best transcoding available to the worst app interface imaginable on Roku and Web. It literally hides your own Plex media server by default as they shove more and more Plex streaming content in your face. Time to make a change.
Patricia Smith-Rice,It's still so really easy to see everything in one place.
Terren Trousset,Used for years. Bought lifetime. Love it.
Ivan Omarra,Dose not let u watch movies app sucks
Sam Smith,Really great programing just needs NEW quality scifi programs
Tiffany Branch,This app only shows trailers and has a description of the movies and TV shows not long length movies or TV shows.
Cory Raymer,"Ads ads ads, and it can't even play them all the way through, lol"
